hogar,id,sexo,edad,etnia,sector,area,educacion,ingreso
588,4,Masc,22,No indígena,Formal,Urbana,4,8700
589,3,Masc,21,No indígena,Formal,Urbana,3,3900
599,1,Fem,52,No indígena,Informal,Urbana,3,2000
599,3,Masc,38,No indígena,Informal,Urbana,3,0
599,4,Fem,28,No indígena,Informal,Urbana,5,0
599,5,Masc,33,No indígena,Informal,Urbana,3,0
612,1,Masc,52,No indígena,Formal,Urbana,5,13500
612,2,Fem,40,No indígena,Formal,Urbana,5,12000
716,1,Masc,40,No indígena,Formal,Urbana,6,8700
743,1,Masc,50,No indígena,Formal,Urbana,5,9300
743,2,Fem,53,No indígena,Formal,Urbana,6,12000
743,3,Fem,27,No indígena,Formal,Urbana,5,4000
743,4,Fem,23,No indígena,Formal,Urbana,3,3300
744,2,Fem,65,No indígena,Formal,Urbana,6,11650
744,3,Masc,39,No indígena,Informal,Urbana,5,800
545,1,Masc,46,No indígena,Informal,Urbana,6,2500
545,2,Masc,23,No indígena,Informal,Urbana,3,2000
545,3,Fem,19,No indígena,Informal,Urbana,2,2100
547,1,Masc,27,No indígena,Informal,Urbana,5,3100
547,2,Fem,24,No indígena,Informal,Urbana,5,1200
554,2,Fem,72,No indígena,Informal,Urbana,0,400
554,3,Fem,42,No indígena,Formal,Urbana,6,12600
554,4,Masc,45,No indígena,Informal,Urbana,2,8400
557,1,Fem,52,No indígena,Informal,Urbana,6,0
557,2,Fem,34,No indígena,Informal,Urbana,2,1200
557,8,Masc,24,No indígena,Informal,Urbana,1,0
558,1,Masc,34,No indígena,Informal,Urbana,2,0
558,2,Fem,32,Indígena,Formal,Urbana,6,13000
561,2,Masc,38,No indígena,Informal,Urbana,6,0
567,1,Fem,46,No indígena,Formal,Urbana,5,9600
568,1,Masc,55,No indígena,Formal,Urbana,2,8850
568,2,Fem,52,No indígena,Informal,Urbana,3,1600
569,1,Masc,26,No indígena,Informal,Urbana,2,6625
569,2,Fem,29,No indígena,Informal,Urbana,6,0
573,1,Fem,40,Indígena,Formal,Urbana,2,9560
573,6,Masc,23,Indígena,Informal,Urbana,6,2000
574,1,Masc,37,No indígena,Formal,Urbana,6,10200
575,1,Fem,24,Indígena,Informal,Urbana,0,0
580,2,Masc,26,No indígena,Informal,Urbana,6,1200
580,3,Masc,24,No indígena,Informal,Urbana,6,600
580,4,Masc,20,No indígena,Informal,Urbana,6,1400
584,1,Fem,52,No indígena,Informal,Urbana,3,0
584,2,Masc,46,No indígena,Formal,Urbana,6,8700
584,3,Masc,23,No indígena,Informal,Urbana,6,0
585,2,Masc,41,No indígena,Informal,Urbana,6,400
585,3,Fem,47,No indígena,Formal,Urbana,5,10820
585,4,Masc,25,No indígena,Informal,Urbana,1,2700
585,5,Fem,32,No indígena,Formal,Urbana,3,2700
586,1,Masc,27,No indígena,Formal,Urbana,6,8700
586,2,Fem,30,No indígena,Formal,Urbana,3,2800
587,1,Fem,79,No indígena,Informal,Urbana,4,0
587,2,Masc,28,No indígena,Informal,Urbana,3,4000
587,4,Masc,18,No indígena,Informal,Urbana,4,800
593,1,Masc,65,No indígena,Formal,Urbana,6,9000
593,2,Fem,62,No indígena,Formal,Urbana,6,9000
593,3,Masc,31,No indígena,Formal,Urbana,2,15000
595,1,Masc,52,No indígena,Informal,Urbana,3,0
597,1,Masc,36,No indígena,Informal,Urbana,5,3500
597,2,Fem,47,No indígena,Informal,Urbana,5,5000
598,1,Masc,46,No indígena,Informal,Urbana,5,0
598,2,Fem,46,No indígena,Informal,Urbana,5,0
598,3,Fem,19,No indígena,Informal,Urbana,1,8700
600,1,Fem,32,No indígena,Formal,Urbana,4,18000
600,2,Fem,61,No indígena,Formal,Urbana,5,0
601,1,Fem,34,No indígena,Informal,Urbana,3,0
603,1,Masc,52,No indígena,Informal,Urbana,6,5000
604,1,Fem,47,No indígena,Formal,Urbana,6,9000
604,2,Masc,26,No indígena,Formal,Urbana,5,13650
604,3,Fem,24,No indígena,Formal,Urbana,3,7500
605,2,Masc,28,No indígena,Informal,Urbana,2,2500
605,3,Masc,30,No indígena,Formal,Urbana,5,16500
605,4,Fem,30,No indígena,Formal,Urbana,2,24000
607,1,Masc,35,No indígena,Formal,Urbana,5,19500
608,1,Masc,24,No indígena,Formal,Urbana,5,7500
608,2,Fem,20,No indígena,Informal,Urbana,6,2500
609,1,Masc,54,No indígena,Formal,Urbana,5,36000
749,1,Fem,31,No indígena,Formal,Urbana,4,13500
749,3,Masc,33,No indígena,Informal,Urbana,5,5000
749,4,Fem,25,No indígena,Informal,Urbana,2,2500
751,1,Fem,53,No indígena,Formal,Urbana,6,12093
751,2,Fem,58,No indígena,Formal,Urbana,5,4000
543,1,Masc,40,No indígena,Informal,Urbana,2,7000
543,5,Fem,51,No indígena,Informal,Urbana,6,2200
590,1,Masc,74,No indígena,Informal,Urbana,6,0
591,1,Fem,53,No indígena,Formal,Urbana,6,10800
591,2,Masc,21,No indígena,Formal,Urbana,5,3700
591,3,Masc,20,No indígena,Formal,Urbana,5,4350
592,1,Fem,54,No indígena,Informal,Urbana,0,0
592,2,Masc,32,No indígena,Informal,Urbana,3,0
592,3,Masc,29,No indígena,Formal,Urbana,2,12000
592,4,Fem,27,No indígena,Formal,Urbana,6,4275
592,5,Fem,34,No indígena,Informal,Urbana,4,0
613,1,Masc,31,No indígena,Formal,Urbana,6,3000
613,6,Masc,21,No indígena,Formal,Urbana,5,3500
615,1,Masc,41,No indígena,Formal,Urbana,6,12212
616,1,Fem,31,No indígena,Informal,Urbana,6,5192
617,1,Masc,46,No indígena,Formal,Urbana,5,21800
617,2,Fem,45,No indígena,Informal,Urbana,5,0
618,1,Masc,58,No indígena,Informal,Urbana,2,0
618,2,Fem,50,No indígena,Informal,Urbana,2,0
618,3,Masc,25,No indígena,Informal,Urbana,5,800
618,4,Masc,24,No indígena,Informal,Urbana,5,800
619,1,Masc,57,No indígena,Informal,Urbana,6,2800
619,6,Masc,19,No indígena,Informal,Urbana,4,1200
620,1,Fem,54,No indígena,Informal,Urbana,6,0
620,2,Masc,24,No indígena,Informal,Urbana,6,1600
622,1,Masc,39,No indígena,Formal,Urbana,5,25000
622,2,Fem,37,No indígena,Formal,Urbana,5,37500
623,1,Masc,38,No indígena,Informal,Urbana,6,0
625,1,Masc,57,No indígena,Formal,Urbana,4,12850
637,1,Masc,65,No indígena,Informal,Urbana,6,0
637,3,Masc,38,No indígena,Informal,Urbana,6,0
639,1,Masc,30,No indígena,Informal,Urbana,3,0
639,2,Fem,25,No indígena,Formal,Urbana,5,12350
564,1,Fem,68,No indígena,Informal,Urbana,6,0
564,2,Fem,47,No indígena,Formal,Urbana,5,18000
564,3,Masc,34,No indígena,Informal,Urbana,2,24000
565,1,Masc,56,No indígena,Informal,Urbana,6,0
565,3,Masc,46,No indígena,Informal,Urbana,5,0
579,1,Masc,69,No indígena,Formal,Urbana,5,24000
638,1,Masc,36,No indígena,Formal,Urbana,2,25500
638,2,Fem,35,No indígena,Formal,Urbana,5,15600
640,1,Masc,58,No indígena,Informal,Urbana,6,2500
640,2,Fem,54,No indígena,Formal,Urbana,5,9600
640,3,Masc,28,No indígena,Formal,Urbana,3,9000
643,2,Fem,60,No indígena,Informal,Urbana,3,0
643,3,Masc,24,No indígena,Informal,Urbana,5,3100
686,1,Masc,58,No indígena,Informal,Urbana,6,0
686,3,Fem,26,No indígena,Informal,Urbana,6,2200
686,4,Fem,24,No indígena,Informal,Urbana,5,6000
687,1,Masc,40,No indígena,Formal,Urbana,5,12600
714,1,Fem,63,No indígena,Formal,Urbana,5,24000
714,2,Fem,36,No indígena,Formal,Urbana,5,24000
714,3,Masc,36,No indígena,Formal,Urbana,5,30000
715,1,Fem,43,No indígena,Formal,Urbana,5,15000
715,2,Masc,34,No indígena,Formal,Urbana,5,12000
715,5,Fem,44,No indígena,Formal,Urbana,5,36000
715,6,Fem,43,No indígena,Formal,Urbana,5,30000
727,1,Masc,60,No indígena,Formal,Urbana,6,10500
727,3,Masc,31,No indígena,Formal,Urbana,5,3500
730,1,Masc,72,No indígena,Formal,Urbana,6,54000
730,3,Masc,34,No indígena,Formal,Urbana,5,39000
730,5,Masc,29,No indígena,Informal,Urbana,6,0
732,1,Masc,72,No indígena,Informal,Urbana,5,4800
621,1,Masc,60,No indígena,Informal,Urbana,5,0
621,3,Masc,25,No indígena,Formal,Urbana,3,12950
621,4,Masc,23,No indígena,Formal,Urbana,3,12450
621,5,Fem,20,No indígena,Formal,Urbana,4,8400
624,1,Masc,62,No indígena,Informal,Urbana,6,0
624,2,Fem,63,No indígena,Informal,Urbana,3,0
624,3,Masc,29,No indígena,Formal,Urbana,1,12000
624,4,Masc,25,No indígena,Formal,Urbana,5,12000
632,1,Masc,37,No indígena,Formal,Urbana,5,12700
632,2,Fem,35,No indígena,Formal,Urbana,5,7000
633,1,Masc,32,No indígena,Informal,Urbana,6,0
634,1,Masc,29,No indígena,Informal,Urbana,3,0
635,1,Masc,35,No indígena,Formal,Urbana,5,16500
635,2,Fem,32,No indígena,Formal,Urbana,6,12000
669,2,Fem,43,No indígena,Formal,Urbana,5,15000
669,3,Masc,35,No indígena,Formal,Urbana,1,30000
669,4,Masc,28,No indígena,Formal,Urbana,6,15000
672,2,Fem,34,No indígena,Informal,Urbana,0,0
739,1,Masc,40,No indígena,Informal,Urbana,1,2000
739,2,Fem,42,No indígena,Informal,Urbana,6,3900
745,3,Masc,36,No indígena,Informal,Urbana,6,9000
745,4,Masc,29,No indígena,Informal,Urbana,5,0
745,5,Fem,31,No indígena,Formal,Urbana,5,10750
745,6,Masc,45,No indígena,Formal,Urbana,5,10750
755,1,Masc,35,No indígena,Formal,Urbana,5,9600
756,1,Masc,40,No indígena,Informal,Urbana,5,0
631,1,Masc,47,No indígena,Formal,Urbana,5,21000
631,2,Fem,22,No indígena,Informal,Urbana,2,2830
631,3,Masc,21,No indígena,Formal,Urbana,5,9000
651,1,Masc,50,No indígena,Formal,Urbana,4,16920
652,3,Masc,36,No indígena,Formal,Urbana,5,15600
657,1,Fem,21,Indígena,Informal,Urbana,6,2500
661,1,Masc,42,No indígena,Informal,Urbana,5,3000
661,2,Fem,36,No indígena,Formal,Urbana,6,12000
663,1,Masc,60,No indígena,Informal,Urbana,6,0
663,3,Fem,33,No indígena,Formal,Urbana,6,13500
670,1,Masc,44,No indígena,Informal,Urbana,3,0
670,2,Fem,37,No indígena,Formal,Urbana,6,8250
747,1,Masc,50,No indígena,Formal,Urbana,6,25120
748,1,Masc,29,No indígena,Formal,Urbana,6,8600
754,1,Masc,60,No indígena,Informal,Urbana,6,8700
754,2,Masc,57,No indígena,Informal,Urbana,6,2900
892,1,Masc,59,No indígena,Informal,Urbana,5,0
892,3,Masc,24,No indígena,Informal,Urbana,6,1000
1008,1,Masc,53,No indígena,Formal,Urbana,4,26500
1008,2,Masc,32,No indígena,Formal,Urbana,5,12000
1010,1,Fem,57,No indígena,Formal,Urbana,5,22500
1010,2,Masc,31,No indígena,Formal,Urbana,3,9000
626,1,Masc,61,No indígena,Informal,Urbana,5,0
626,2,Fem,49,No indígena,Informal,Urbana,6,3500
626,3,Masc,20,No indígena,Informal,Urbana,5,0
629,1,Fem,66,No indígena,Informal,Urbana,5,2400
629,2,Masc,30,No indígena,Informal,Urbana,5,0
646,1,Fem,58,No indígena,Informal,Urbana,6,0
646,2,Masc,23,No indígena,Formal,Urbana,5,7200
646,4,Fem,52,No indígena,Formal,Urbana,5,16000
647,1,Fem,67,No indígena,Informal,Urbana,6,0
647,2,Fem,35,No indígena,Informal,Urbana,6,0
648,1,Masc,34,No indígena,Informal,Urbana,5,2900
648,4,Masc,21,No indígena,Formal,Urbana,6,10500
658,1,Fem,57,No indígena,Informal,Urbana,5,0
658,2,Masc,32,No indígena,Formal,Urbana,6,10500
658,3,Masc,19,No indígena,Formal,Urbana,6,3900
662,2,Fem,38,No indígena,Formal,Urbana,5,30000
662,3,Fem,19,No indígena,Informal,Urbana,3,2200
665,1,Masc,57,No indígena,Informal,Urbana,3,0
666,3,Masc,24,No indígena,Informal,Urbana,6,2700
666,4,Masc,20,No indígena,Informal,Urbana,6,2700
667,1,Masc,48,No indígena,Informal,Urbana,6,0
667,3,Fem,23,No indígena,Formal,Urbana,5,9000
667,4,Masc,20,No indígena,Formal,Urbana,2,2850
740,1,Masc,79,No indígena,Informal,Urbana,0,0
741,1,Fem,44,No indígena,Formal,Urbana,2,36000
741,2,Fem,65,No indígena,Informal,Urbana,5,0
741,3,Fem,30,No indígena,Formal,Urbana,5,21000
750,2,Fem,31,No indígena,Formal,Urbana,5,10500
752,1,Masc,61,No indígena,Informal,Urbana,5,8000
752,3,Masc,57,No indígena,Informal,Urbana,5,12000
753,2,Fem,54,No indígena,Formal,Urbana,6,30000
757,1,Fem,43,No indígena,Informal,Urbana,5,0
757,2,Masc,16,No indígena,Informal,Urbana,3,750
746,1,Masc,65,No indígena,Informal,Urbana,6,0
762,1,Masc,59,No indígena,Informal,Urbana,3,0
762,3,Masc,24,No indígena,Informal,Urbana,1,2900
762,4,Masc,22,No indígena,Formal,Urbana,1,8700
763,1,Masc,25,No indígena,Informal,Urbana,6,2900
778,1,Masc,42,No indígena,Informal,Urbana,3,0
796,1,Masc,35,No indígena,Formal,Urbana,6,8700
796,2,Fem,38,No indígena,Informal,Urbana,6,0
859,1,Masc,37,No indígena,Formal,Urbana,3,7170
859,2,Fem,30,No indígena,Formal,Urbana,6,9300
860,1,Masc,39,No indígena,Formal,Urbana,6,21200
862,1,Masc,40,No indígena,Informal,Urbana,3,0
862,2,Fem,35,No indígena,Formal,Urbana,3,3800
864,1,Masc,47,No indígena,Formal,Urbana,5,9000
864,2,Fem,45,No indígena,Informal,Urbana,3,9000
869,1,Masc,40,No indígena,Informal,Urbana,3,0
869,2,Fem,47,No indígena,Informal,Urbana,3,0
874,1,Masc,72,No indígena,Informal,Urbana,6,0
874,2,Fem,37,No indígena,Informal,Urbana,6,3000
882,1,Masc,58,No indígena,Formal,Urbana,5,28800
883,1,Fem,50,No indígena,Formal,Urbana,6,8700
883,2,Fem,26,No indígena,Formal,Urbana,6,7800
795,1,Masc,40,No indígena,Formal,Urbana,6,17500
797,1,Masc,60,No indígena,Informal,Urbana,6,0
797,2,Fem,60,No indígena,Informal,Urbana,6,0
820,2,Masc,41,No indígena,Informal,Urbana,4,0
820,3,Masc,34,No indígena,Informal,Urbana,5,0
820,4,Fem,42,No indígena,Formal,Urbana,5,12900
821,3,Fem,55,No indígena,Informal,Urbana,5,0
840,1,Masc,35,No indígena,Informal,Urbana,5,9100
840,2,Fem,27,No indígena,Informal,Urbana,5,9100
840,3,Masc,20,No indígena,Informal,Urbana,1,6600
841,3,Masc,36,No indígena,Informal,Urbana,5,8700
842,1,Masc,33,No indígena,Informal,Urbana,3,2900
846,2,Masc,35,No indígena,Informal,Urbana,6,0
846,3,Fem,31,No indígena,Informal,Urbana,6,1500
848,1,Fem,47,No indígena,Formal,Urbana,6,9600
848,2,Fem,25,No indígena,Informal,Urbana,6,3850
848,3,Masc,29,No indígena,Informal,Urbana,6,0
848,5,Masc,20,No indígena,Formal,Urbana,2,12600
850,2,Fem,34,No indígena,Informal,Urbana,3,1800
850,3,Fem,30,No indígena,Informal,Urbana,5,2500
851,1,Masc,65,No indígena,Informal,Urbana,5,3000
852,1,Masc,33,No indígena,Informal,Urbana,1,7200
853,2,Masc,53,No indígena,Formal,Urbana,5,5000
959,1,Masc,45,No indígena,Informal,Urbana,5,5000
959,3,Masc,28,No indígena,Informal,Urbana,5,3000
959,4,Fem,26,No indígena,Informal,Urbana,5,3000
961,1,Masc,37,No indígena,Informal,Urbana,5,2900
961,2,Fem,29,No indígena,Informal,Urbana,5,2900
1018,1,Masc,38,Indígena,Informal,Urbana,4,0
771,1,Masc,31,No indígena,Formal,Urbana,6,18200
771,2,Fem,31,No indígena,Formal,Urbana,6,8100
773,2,Fem,45,No indígena,Informal,Urbana,3,0
781,1,Masc,45,No indígena,Formal,Urbana,3,4800
785,1,Masc,57,No indígena,Formal,Urbana,5,4950
785,3,Masc,19,No indígena,Informal,Urbana,5,0
871,1,Masc,72,No indígena,Informal,Urbana,3,0
871,3,Fem,52,No indígena,Informal,Urbana,6,0
871,4,Masc,46,No indígena,Formal,Urbana,3,9850
872,1,Masc,47,No indígena,Formal,Urbana,3,32900
875,1,Fem,64,No indígena,Informal,Urbana,0,0
875,2,Fem,19,No indígena,Informal,Urbana,5,4500
890,1,Masc,42,No indígena,Formal,Urbana,5,8796
891,1,Masc,36,No indígena,Formal,Urbana,3,10500
891,2,Fem,35,No indígena,Informal,Urbana,5,0
956,1,Masc,55,No indígena,Informal,Urbana,5,2900
956,3,Fem,22,No indígena,Formal,Urbana,6,2900
958,1,Masc,65,No indígena,Informal,Urbana,2,3000
958,2,Fem,55,No indígena,Informal,Urbana,5,0
958,3,Fem,33,No indígena,Informal,Urbana,5,800
1009,2,Masc,49,No indígena,Formal,Urbana,6,10800
1009,3,Fem,42,No indígena,Informal,Urbana,5,2700
1009,4,Masc,35,No indígena,Informal,Urbana,6,10100
1012,1,Masc,40,No indígena,Formal,Urbana,2,24000
1046,1,Masc,57,No indígena,Informal,Urbana,5,0
1046,2,Fem,56,No indígena,Informal,Urbana,2,0
1046,3,Fem,31,No indígena,Informal,Urbana,5,3000
1046,4,Fem,25,No indígena,Formal,Urbana,1,9000
1047,1,Masc,56,No indígena,Formal,Urbana,5,9600
1047,3,Fem,39,No indígena,Formal,Urbana,5,8400
1047,4,Fem,32,No indígena,Formal,Urbana,5,10200
1047,5,Fem,30,No indígena,Formal,Urbana,5,8100
1048,2,Fem,38,No indígena,Informal,Urbana,5,0
1048,3,Masc,32,No indígena,Informal,Urbana,5,11400
779,1,Masc,47,No indígena,Informal,Urbana,5,0
784,1,Masc,63,No indígena,Informal,Urbana,5,0
784,3,Masc,37,No indígena,Informal,Urbana,3,0
786,3,Masc,43,No indígena,Formal,Urbana,6,8700
787,2,Fem,28,No indígena,Formal,Urbana,5,10500
788,2,Fem,64,Indígena,Informal,Urbana,6,0
788,3,Masc,32,Indígena,Formal,Urbana,5,3000
789,2,Masc,75,No indígena,Formal,Urbana,6,15000
789,3,Masc,45,No indígena,Formal,Urbana,6,21000
790,3,Fem,21,No indígena,Formal,Urbana,6,15500
791,2,Masc,34,No indígena,Informal,Urbana,6,3000
791,3,Masc,18,No indígena,Informal,Urbana,3,2400
792,1,Masc,52,No indígena,Informal,Urbana,6,0
792,2,Fem,47,No indígena,Informal,Urbana,6,0
843,1,Masc,44,No indígena,Formal,Urbana,6,14400
843,2,Fem,42,No indígena,Informal,Urbana,6,2880
843,3,Masc,20,No indígena,Informal,Urbana,6,3500
844,2,Fem,72,No indígena,Informal,Urbana,3,1200
845,1,Fem,45,No indígena,Informal,Urbana,6,0
855,2,Fem,25,No indígena,Formal,Urbana,4,12000
866,1,Masc,51,No indígena,Formal,Urbana,6,11100
866,2,Masc,26,No indígena,Formal,Urbana,6,8750
867,1,Fem,65,No indígena,Informal,Urbana,6,0
867,3,Fem,59,No indígena,Informal,Urbana,6,950
867,4,Fem,54,No indígena,Informal,Urbana,5,0
868,2,Masc,49,No indígena,Informal,Urbana,1,2900
868,3,Fem,37,No indígena,Informal,Urbana,3,2900
870,1,Masc,50,No indígena,Formal,Urbana,6,18000
817,1,Masc,46,No indígena,Formal,Urbana,2,2900
817,3,Fem,30,No indígena,Informal,Urbana,3,2000
817,4,Masc,20,No indígena,Informal,Urbana,3,2900
1013,1,Masc,60,No indígena,Formal,Urbana,3,4500
1013,2,Fem,56,No indígena,Formal,Urbana,5,4500
1013,3,Masc,24,No indígena,Informal,Urbana,5,18000
1013,5,Masc,81,No indígena,Informal,Urbana,6,0
1014,1,Masc,70,No indígena,Formal,Urbana,5,45000
1017,3,Fem,24,No indígena,Informal,Urbana,6,6050
1019,1,Masc,60,No indígena,Informal,Urbana,5,0
1019,2,Fem,54,No indígena,Formal,Urbana,5,9600
1019,3,Masc,26,No indígena,Formal,Urbana,2,8850
1019,4,Fem,24,No indígena,Formal,Urbana,2,11100
1020,1,Masc,70,No indígena,Informal,Urbana,5,7000
1021,1,Masc,58,No indígena,Informal,Urbana,5,4900
1036,1,Masc,62,No indígena,Formal,Urbana,5,42000
1038,2,Masc,65,No indígena,Informal,Urbana,5,10000
1040,2,Fem,50,No indígena,Formal,Urbana,5,36000
1049,1,Masc,31,No indígena,Formal,Urbana,6,15000
1050,3,Fem,28,No indígena,Informal,Urbana,5,7000
1316,1,Masc,52,No indígena,Informal,Urbana,6,0
1316,3,Fem,27,No indígena,Informal,Urbana,5,8700
1316,4,Fem,25,No indígena,Informal,Urbana,3,8700
1317,1,Masc,45,No indígena,Informal,Urbana,5,0
1317,2,Fem,43,No indígena,Informal,Urbana,3,3500
1330,1,Masc,65,No indígena,Formal,Urbana,5,21000
1330,3,Fem,29,No indígena,Formal,Urbana,4,15000
1352,2,Masc,58,No indígena,Informal,Urbana,3,12000
1353,2,Fem,59,No indígena,Formal,Urbana,6,21000
1353,3,Fem,57,No indígena,Formal,Urbana,6,15000
1375,5,Fem,46,No indígena,Formal,Urbana,3,12000
1375,6,Fem,44,No indígena,Formal,Urbana,3,10500
1375,7,Masc,44,No indígena,Formal,Urbana,3,18000
1376,1,Fem,21,No indígena,Informal,Urbana,2,2000
1376,2,Fem,25,No indígena,Formal,Urbana,6,15000
1377,1,Masc,35,No indígena,Formal,Urbana,3,9000
1378,2,Masc,31,No indígena,Informal,Urbana,5,0
1378,3,Fem,29,No indígena,Formal,Urbana,2,17400
1379,1,Masc,43,No indígena,Formal,Urbana,6,12600
1379,2,Fem,39,No indígena,Formal,Urbana,3,11400
1380,1,Masc,38,No indígena,Formal,Urbana,6,8400
1488,1,Fem,48,No indígena,Formal,Urbana,5,8400
94,1,Masc,45,No indígena,Formal,Urbana,5,20200
94,3,Masc,26,No indígena,Formal,Urbana,3,13500
104,2,Fem,52,No indígena,Formal,Urbana,5,15200
105,2,Fem,52,No indígena,Formal,Urbana,5,9000
106,1,Masc,66,No indígena,Informal,Urbana,5,0
108,1,Masc,62,No indígena,Informal,Urbana,3,0
108,3,Masc,29,No indígena,Formal,Urbana,5,16000
108,4,Fem,25,No indígena,Formal,Urbana,5,14000
108,6,Fem,83,No indígena,Informal,Urbana,3,3500
109,2,Fem,53,No indígena,Formal,Urbana,6,16000
109,3,Fem,40,No indígena,Formal,Urbana,6,24000
111,1,Masc,43,No indígena,Informal,Urbana,6,2800
112,2,Fem,50,No indígena,Informal,Urbana,5,7000
112,3,Fem,19,No indígena,Formal,Urbana,6,8400
113,1,Masc,40,No indígena,Informal,Urbana,6,12000
114,1,Masc,52,No indígena,Formal,Urbana,5,12000
114,3,Masc,22,No indígena,Formal,Urbana,5,10500
114,4,Fem,20,No indígena,Formal,Urbana,5,11400
115,1,Masc,50,No indígena,Informal,Urbana,5,0
115,2,Masc,26,No indígena,Formal,Urbana,5,6000
115,3,Fem,21,No indígena,Formal,Urbana,6,6000
116,3,Masc,40,No indígena,Formal,Urbana,5,42000
120,2,Fem,36,No indígena,Formal,Urbana,5,60000
120,3,Masc,40,No indígena,Formal,Urbana,2,24000
120,6,Fem,58,No indígena,Informal,Urbana,6,7850
121,1,Masc,31,No indígena,Formal,Urbana,4,27500
121,2,Fem,24,No indígena,Informal,Urbana,4,0
122,2,Fem,54,No indígena,Informal,Urbana,5,0
123,1,Masc,38,No indígena,Formal,Urbana,5,23500
123,2,Fem,35,No indígena,Informal,Urbana,5,0
127,2,Masc,30,No indígena,Informal,Urbana,5,0
127,3,Masc,23,No indígena,Informal,Urbana,5,0
128,1,Masc,38,No indígena,Formal,Urbana,6,50000
128,2,Fem,33,No indígena,Formal,Urbana,6,25000
203,1,Masc,68,No indígena,Informal,Urbana,3,0
224,1,Masc,64,No indígena,Formal,Urbana,5,24200
225,1,Masc,40,No indígena,Informal,Urbana,5,10000
225,2,Fem,33,No indígena,Informal,Urbana,5,5000
231,2,Masc,52,No indígena,Informal,Urbana,0,2000
231,4,Masc,23,No indígena,Informal,Urbana,6,1900
238,1,Masc,70,No indígena,Informal,Urbana,6,9000
238,3,Masc,24,No indígena,Formal,Urbana,5,8000
239,1,Masc,69,No indígena,Informal,Urbana,1,3600
240,2,Masc,66,No indígena,Informal,Urbana,6,500
240,3,Fem,38,No indígena,Formal,Urbana,5,8400
240,4,Masc,22,No indígena,Informal,Urbana,5,6000
242,1,Fem,57,No indígena,Informal,Urbana,6,7150
243,2,Fem,56,No indígena,Informal,Urbana,3,3000
243,3,Masc,31,No indígena,Informal,Urbana,1,0
1190,2,Fem,61,No indígena,Formal,Urbana,5,19079
1203,1,Fem,72,No indígena,Informal,Urbana,0,0
1208,1,Masc,28,No indígena,Formal,Urbana,5,9750
1208,2,Fem,29,No indígena,Informal,Urbana,5,2500
1210,1,Masc,47,No indígena,Informal,Urbana,6,0
1210,2,Fem,50,No indígena,Formal,Urbana,5,14400
1210,3,Masc,32,No indígena,Informal,Urbana,5,0
1210,4,Masc,23,No indígena,Formal,Urbana,5,20300
1217,1,Fem,80,No indígena,Informal,Urbana,4,0
1217,2,Masc,52,No indígena,Formal,Urbana,5,13500
1217,3,Masc,50,No indígena,Formal,Urbana,3,13500
1219,1,Masc,27,No indígena,Formal,Urbana,6,17550
1225,1,Masc,53,No indígena,Informal,Urbana,5,0
1225,2,Fem,50,No indígena,Formal,Urbana,3,18000
1231,1,Masc,64,No indígena,Informal,Urbana,1,0
1231,2,Fem,60,No indígena,Informal,Urbana,6,0
1231,3,Fem,42,No indígena,Formal,Urbana,5,10500
1232,1,Fem,61,No indígena,Informal,Urbana,3,0
1233,1,Masc,58,No indígena,Informal,Urbana,6,0
1234,1,Fem,52,No indígena,Informal,Urbana,5,9000
1235,1,Masc,49,No indígena,Informal,Urbana,5,0
1235,3,Fem,26,No indígena,Informal,Urbana,5,0
1237,1,Masc,53,No indígena,Formal,Urbana,3,12000
1237,3,Fem,29,No indígena,Formal,Urbana,6,9600
